SOURCELONG:Starfinder Armory	SOURCESHORT:SPW	SOURCEWEB:http://paizo.com/products/btpya1rr?Starfinder-Armory	SOURCEDATE:2018-10
# Original Entry by: bigrin42

###Block:BASIC MELEE WEAPONS
# One-Handed Weapons
# Uncategorized
Handaxe, basic	KEY:Handaxe (basic)		PROFICIENCY:WEAPON|Handaxe (basic)	MODIFY:ItemLevel|SET|1	QUALITY:Level|1	COST:90	PART:1|MODIFY:Damage|SET|1d4 	DAMAGE:1d4 	TYPE:RESIZABLE.Slashing.Weapon.Melee.Weapon Group ~ Basic Melee Weapons.Basic Melee Weapons.Uncategorized.ToHit_UseStr.Damage_UseStr		WIELD:OneHanded		QUALITY:Critical|-		QUALITY:Bulk|L	BONUS:VAR|BulkLight|1	WT:0.1	SPROP:Analog, thrown (20 ft.)
Flare axe, yellow star		KEY:Flare axe (yellow star)		PROFICIENCY:WEAPON|Flare axe (yellow star)		MODIFY:ItemLevel|SET|5		QUALITY:Level|5		COST:2710		PART:1|MODIFY:Damage|SET|1d8		DAMAGE:1d8		TYPE:RESIZABLE.Weapon.Melee.Advanced Melee.Prof Group Advanced Melee.ToHit_UseStr.Damage_UseStr		TYPE:Electricity.Fire.PLASMA		WIELD:TwoHanded		QUALITY:Critical|Burn 1d8		QUALITY:Bulk|1		BONUS:VAR|Bulk|1		WT:1		SPROP:Powered (capacity 20, usage 1)
Nova lance, yellow star		KEY:Nova lance (yellow star)		PROFICIENCY:WEAPON|Nova lance (yellow star)		MODIFY:ItemLevel|SET|7		QUALITY:Level|7		COST:6870		PART:1|MODIFY:Damage|SET|3d4		DAMAGE:3d4		TYPE:RESIZABLE.Weapon.Melee.Advanced Melee.Prof Group Advanced Melee.ToHit_UseStr.Damage_UseStr		TYPE:Electricity.Fire.PLASMA		WIELD:TwoHanded		QUALITY:Critical|Wound		QUALITY:Bulk|2		BONUS:VAR|Bulk|2		WT:2		SPROP:Powered (capacity 20, usage 1), reach
Core hammer, advanced		KEY:Core hammer (advanced)		PROFICIENCY:WEAPON|Core hammer (advanced)		MODIFY:ItemLevel|SET|8		QUALITY:Level|8		COST:9150		PART:1|MODIFY:Damage|SET|3d6		DAMAGE:3d6		TYPE:RESIZABLE.Weapon.Melee.Advanced Melee.Prof Group Advanced Melee.ToHit_UseStr.Damage_UseStr		TYPE:Electricity.Fire.PLASMA		WIELD:TwoHanded		QUALITY:Critical|Jet 2d6		QUALITY:Bulk|2		BONUS:VAR|Bulk|2		WT:2		SPROP:Powered (capacity 40, usage 2)
Plasma ribbon, professional		KEY:Plasma ribbon (professional)		PROFICIENCY:WEAPON|Plasma ribbon (professional)		MODIFY:ItemLevel|SET|9		QUALITY:Level|9		COST:13600		PART:1|MODIFY:Damage|SET|2d10		DAMAGE:2d10		TYPE:RESIZABLE.Weapon.Melee.Advanced Melee.Prof Group Advanced Melee.ToHit_UseStr.Damage_UseStr.Operative		TYPE:Electricity.Fire.PLASMA		WIELD:TwoHanded		QUALITY:Critical|-		QUALITY:Bulk|L		BONUS:VAR|BulkLight|1		WT:0.1		SPROP:Operative, professional (dancer), powered (capacity 20, usage 1)
Flare axe, white star		KEY:Flare axe (white star)		PROFICIENCY:WEAPON|Flare axe (white star)		MODIFY:ItemLevel|SET|11		QUALITY:Level|11		COST:23100		PART:1|MODIFY:Damage|SET|3d10		DAMAGE:3d10		TYPE:RESIZABLE.Weapon.Melee.Advanced Melee.Prof Group Advanced Melee.ToHit_UseStr.Damage_UseStr		TYPE:Electricity.Fire.PLASMA		WIELD:TwoHanded		QUALITY:Critical|Burn 1d10		QUALITY:Bulk|1		BONUS:VAR|Bulk|1		WT:1		SPROP:Powered (capacity 20, usage 1)
Nova lance, white star		KEY:Nova lance (white star)		PROFICIENCY:WEAPON|Nova lance (white star)		MODIFY:ItemLevel|SET|12		QUALITY:Level|12		COST:39500		PART:1|MODIFY:Damage|SET|7d4		DAMAGE:7d4		TYPE:RESIZABLE.Weapon.Melee.Advanced Melee.Prof Group Advanced Melee.ToHit_UseStr.Damage_UseStr		TYPE:Electricity.Fire.PLASMA		WIELD:TwoHanded		QUALITY:Critical|Severe wound		QUALITY:Bulk|2		BONUS:VAR|Bulk|2		WT:2		SPROP:Powered (capacity 40, usage 2), reach
Core hammer, fusion		KEY:Core hammer (fusion)		PROFICIENCY:WEAPON|Core hammer (fusion)		MODIFY:ItemLevel|SET|13		QUALITY:Level|13		COST:48200		PART:1|MODIFY:Damage|SET|6d6		DAMAGE:6d6		TYPE:RESIZABLE.Weapon.Melee.Advanced Melee.Prof Group Advanced Melee.ToHit_UseStr.Damage_UseStr		TYPE:Electricity.Fire.PLASMA		WIELD:TwoHanded		QUALITY:Critical|Jet 4d6		QUALITY:Bulk|2		BONUS:VAR|Bulk|2		WT:2		SPROP:Powered (capacity 40, usage 5)
Plasma ribbon, competitor		KEY:Plasma ribbon (competitor)		PROFICIENCY:WEAPON|Plasma ribbon (competitor)		MODIFY:ItemLevel|SET|14		QUALITY:Level|14		COST:74100		PART:1|MODIFY:Damage|SET|3d10		DAMAGE:3d10		TYPE:RESIZABLE.Weapon.Melee.Advanced Melee.Prof Group Advanced Melee.ToHit_UseStr.Damage_UseStr.Operative		TYPE:Electricity.Fire.PLASMA		WIELD:TwoHanded		QUALITY:Critical|-		QUALITY:Bulk|L		BONUS:VAR|BulkLight|1		WT:0.1		SPROP:Operative, professional (dancer), powered (capacity 20, usage 1)
Flare axe, blue star		KEY:Flare axe (blue star)		PROFICIENCY:WEAPON|Flare axe (blue star)		MODIFY:ItemLevel|SET|16		QUALITY:Level|16		COST:148000		PART:1|MODIFY:Damage|SET|5d12		DAMAGE:5d12		TYPE:RESIZABLE.Weapon.Melee.Advanced Melee.Prof Group Advanced Melee.ToHit_UseStr.Damage_UseStr		TYPE:Electricity.Fire.PLASMA		WIELD:TwoHanded		QUALITY:Critical|Burn 3d6		QUALITY:Bulk|1		BONUS:VAR|Bulk|1		WT:1		SPROP:Powered (capacity 20, usage 1)
Nova lance, blue star		KEY:Nova lance (blue star)		PROFICIENCY:WEAPON|Nova lance (blue star)		MODIFY:ItemLevel|SET|17		QUALITY:Level|17		COST:279000		PART:1|MODIFY:Damage|SET|8d6		DAMAGE:8d6		TYPE:RESIZABLE.Weapon.Melee.Advanced Melee.Prof Group Advanced Melee.ToHit_UseStr.Damage_UseStr		TYPE:Electricity.Fire.PLASMA		WIELD:TwoHanded		QUALITY:Critical|Severe wound		QUALITY:Bulk|2		BONUS:VAR|Bulk|2		WT:2		SPROP:Powered (capacity 40, usage 4), reach
Plasma ribbon, champion		KEY:Plasma ribbon (champion)		PROFICIENCY:WEAPON|Plasma ribbon (champion)		MODIFY:ItemLevel|SET|19		QUALITY:Level|19		COST:578000		PART:1|MODIFY:Damage|SET|6d10		DAMAGE:6d10		TYPE:RESIZABLE.Weapon.Melee.Advanced Melee.Prof Group Advanced Melee.ToHit_UseStr.Damage_UseStr.Operative		TYPE:Electricity.Fire.PLASMA		WIELD:TwoHanded		QUALITY:Critical|-		QUALITY:Bulk|L		BONUS:VAR|BulkLight|1		WT:0.1		SPROP:Operative, professional (dancer), powered (capacity 20, usage 1)
Core hammer, reactor		KEY:Core hammer (reactor)		PROFICIENCY:WEAPON|Core hammer (reactor)		MODIFY:ItemLevel|SET|20		QUALITY:Level|20		COST:725000		PART:1|MODIFY:Damage|SET|15d6		DAMAGE:15d6		TYPE:RESIZABLE.Weapon.Melee.Advanced Melee.Prof Group Advanced Melee.ToHit_UseStr.Damage_UseStr		TYPE:Electricity.Fire.PLASMA		WIELD:TwoHanded		QUALITY:Critical|Jet 8d6		QUALITY:Bulk|2		BONUS:VAR|Bulk|2		WT:2		SPROP:Powered (capacity 80, usage 8)
#  Shock
Polarity gauntlets, spark		KEY:Polarity gauntlets (spark)		PROFICIENCY:WEAPON|Polarity gauntlets (spark)		MODIFY:ItemLevel|SET|1		QUALITY:Level|1		COST:410		PART:1|MODIFY:Damage|SET|1d3		DAMAGE:1d3		TYPE:RESIZABLE.Weapon.Melee.Advanced Melee.Prof Group Advanced Melee.ToHit_UseStr.Damage_UseStr.Operative		TYPE:Electricity.SHOCK		WIELD:TwoHanded		QUALITY:Critical|-		QUALITY:Bulk|1		BONUS:VAR|Bulk|1		WT:1		SPROP:Operative, polarize 1d3, powered (capacity 20, usage 2)
Stun staff, tactical		KEY:Stun staff (tactical)		PROFICIENCY:WEAPON|Stun staff (tactical)		MODIFY:ItemLevel|SET|2		QUALITY:Level|2		COST:750		PART:1|MODIFY:Damage|SET|1d4		DAMAGE:1d4		TYPE:RESIZABLE.Weapon.Melee.Advanced Melee.Prof Group Advanced Melee.ToHit_UseStr.Damage_UseStr		TYPE:Electricity.SHOCK		WIELD:TwoHanded		QUALITY:Critical|Staggered		QUALITY:Bulk|1		BONUS:VAR|Bulk|1		WT:1		SPROP:Block, powered (capacity 20, usage 1), stun
Storm hammer, diamagnetic		KEY:Storm hammer (diamagnetic)		PROFICIENCY:WEAPON|Storm hammer (diamagnetic)		MODIFY:ItemLevel|SET|3		QUALITY:Level|3		COST:1300		PART:1|MODIFY:Damage|SET|1d8		DAMAGE:1d8		TYPE:RESIZABLE.Weapon.Melee.Advanced Melee.Prof Group Advanced Melee.ToHit_UseStr.Damage_UseStr		TYPE:Bludgeoning.Electricity.SHOCK		WIELD:TwoHanded		QUALITY:Critical|Knockdown		QUALITY:Bulk|1		BONUS:VAR|Bulk|1		WT:1		SPROP:Powered (capacity 20, usage 2)
Polarity gauntlets, static		KEY:Polarity gauntlets (static)		PROFICIENCY:WEAPON|Polarity gauntlets (static)		MODIFY:ItemLevel|SET|4		QUALITY:Level|4		COST:2350		PART:1|MODIFY:Damage|SET|1d6		DAMAGE:1d6		TYPE:RESIZABLE.Weapon.Melee.Advanced Melee.Prof Group Advanced Melee.ToHit_UseStr.Damage_UseStr.Operative		TYPE:Electricity.SHOCK		WIELD:TwoHanded		QUALITY:Critical|-		QUALITY:Bulk|1		BONUS:VAR|Bulk|1		WT:1		SPROP:Operative, polarize 1d4, powered (capacity 40, usage 2)
Electroflail, tactical		KEY:Electroflail (tactical)		PROFICIENCY:WEAPON|Electroflail (tactical)		MODIFY:ItemLevel|SET|5		QUALITY:Level|5		COST:2910		PART:1|MODIFY:Damage|SET|1d6		DAMAGE:1d6		TYPE:RESIZABLE.Weapon.Melee.Advanced Melee.Prof Group Advanced Melee.ToHit_UseStr.Damage_UseStr		TYPE:Electricity.SHOCK		WIELD:TwoHanded		QUALITY:Critical|Arc 1d6		QUALITY:Bulk|1		BONUS:VAR|Bulk|1		WT:1		SPROP:Disarm, powered (capacity 20, usage 1)
Stun staff, static		KEY:Stun staff (static)		PROFICIENCY:WEAPON|Stun staff (static)		MODIFY:ItemLevel|SET|6		QUALITY:Level|6		COST:4210		PART:1|MODIFY:Damage|SET|1d10		DAMAGE:1d10		TYPE:RESIZABLE.Weapon.Melee.Advanced Melee.Prof Group Advanced Melee.ToHit_UseStr.Damage_UseStr		TYPE:Electricity.SHOCK		WIELD:TwoHanded		QUALITY:Critical|Staggered		QUALITY:Bulk|1		BONUS:VAR|Bulk|1		WT:1		SPROP:Block, powered (capacity 20, usage 1), stun
Storm hammer, paramagnetic		KEY:Storm hammer (paramagnetic)		PROFICIENCY:WEAPON|Storm hammer (paramagnetic)		MODIFY:ItemLevel|SET|7		QUALITY:Level|7		COST:5520		PART:1|MODIFY:Damage|SET|3d6		DAMAGE:3d6		TYPE:RESIZABLE.Weapon.Melee.Advanced Melee.Prof Group Advanced Melee.ToHit_UseStr.Damage_UseStr		TYPE:Bludgeoning.Electricity.SHOCK		WIELD:TwoHanded		QUALITY:Critical|Knockdown		QUALITY:Bulk|1		BONUS:VAR|Bulk|1		WT:1		SPROP:Powered (capacity 20, usage 2)
Polarity gauntlets, aurora		KEY:Polarity gauntlets (aurora)		PROFICIENCY:WEAPON|Polarity gauntlets (aurora)		MODIFY:ItemLevel|SET|8		QUALITY:Level|8		COST:10600		PART:1|MODIFY:Damage|SET|2d6		DAMAGE:2d6		TYPE:RESIZABLE.Weapon.Melee.Advanced Melee.Prof Group Advanced Melee.ToHit_UseStr.Damage_UseStr.Operative		TYPE:Electricity.SHOCK		WIELD:TwoHanded		QUALITY:Critical|-		QUALITY:Bulk|1		BONUS:VAR|Bulk|1		WT:1		SPROP:Operative, polarize 1d6, powered (capacity 40, usage 4)
Electroflail, advanced		KEY:Electroflail (advanced)		PROFICIENCY:WEAPON|Electroflail (advanced)		MODIFY:ItemLevel|SET|9		QUALITY:Level|9		COST:12800		PART:1|MODIFY:Damage|SET|3d6		DAMAGE:3d6		TYPE:RESIZABLE.Weapon.Melee.Advanced Melee.Prof Group Advanced Melee.ToHit_UseStr.Damage_UseStr		TYPE:Electricity.SHOCK		WIELD:TwoHanded		QUALITY:Critical|Arc 2d6		QUALITY:Bulk|1		BONUS:VAR|Bulk|1		WT:1		SPROP:Disarm, powered (capacity 20, usage 1)
Stun staff, aurora		KEY:Stun staff (aurora)		PROFICIENCY:WEAPON|Stun staff (aurora)		MODIFY:ItemLevel|SET|10		QUALITY:Level|10		COST:18100		PART:1|MODIFY:Damage|SET|3d8		DAMAGE:3d8		TYPE:RESIZABLE.Weapon.Melee.Advanced Melee.Prof Group Advanced Melee.ToHit_UseStr.Damage_UseStr		TYPE:Electricity.SHOCK		WIELD:TwoHanded		QUALITY:Critical|Staggered		QUALITY:Bulk|1		BONUS:VAR|Bulk|1		WT:1		SPROP:Block, powered (capacity 20, usage 1), stun
Storm hammer, ferromagnetic		KEY:Storm hammer (ferromagnetic)		PROFICIENCY:WEAPON|Storm hammer (ferromagnetic)		MODIFY:ItemLevel|SET|11		QUALITY:Level|11		COST:22900		PART:1|MODIFY:Damage|SET|6d6		DAMAGE:6d6		TYPE:RESIZABLE.Weapon.Melee.Advanced Melee.Prof Group Advanced Melee.ToHit_UseStr.Damage_UseStr		TYPE:Bludgeoning.Electricity.SHOCK		WIELD:TwoHanded		QUALITY:Critical|Knockdown		QUALITY:Bulk|1		BONUS:VAR|Bulk|1		WT:1		SPROP:Powered (capacity 20, usage 2)
Polarity gauntlets, current		KEY:Polarity gauntlets (current)		PROFICIENCY:WEAPON|Polarity gauntlets (current)		MODIFY:ItemLevel|SET|12		QUALITY:Level|12		COST:39100		PART:1|MODIFY:Damage|SET|3d6		DAMAGE:3d6		TYPE:RESIZABLE.Weapon.Melee.Advanced Melee.Prof Group Advanced Melee.ToHit_UseStr.Damage_UseStr.Operative		TYPE:Electricity.SHOCK		WIELD:TwoHanded		QUALITY:Critical|-		QUALITY:Bulk|1		BONUS:VAR|Bulk|1		WT:1		SPROP:Operative, polarize 2d6, powered (capacity 80, usage 4)
Stun staff, storm		KEY:Stun staff (storm)		PROFICIENCY:WEAPON|Stun staff (storm)		MODIFY:ItemLevel|SET|13		QUALITY:Level|13		COST:50200		PART:1|MODIFY:Damage|SET|4d10		DAMAGE:4d10		TYPE:RESIZABLE.Weapon.Melee.Advanced Melee.Prof Group Advanced Melee.ToHit_UseStr.Damage_UseStr		TYPE:Electricity.SHOCK		WIELD:TwoHanded		QUALITY:Critical|Staggered		QUALITY:Bulk|1		BONUS:VAR|Bulk|1		WT:1		SPROP:Block, powered (capacity 20, usage 1), stun
Electroflail, elite		KEY:Electroflail (elite)		PROFICIENCY:WEAPON|Electroflail (elite)		MODIFY:ItemLevel|SET|14		QUALITY:Level|14		COST:69900		PART:1|MODIFY:Damage|SET|7d6		DAMAGE:7d6		TYPE:RESIZABLE.Weapon.Melee.Advanced Melee.Prof Group Advanced Melee.ToHit_UseStr.Damage_UseStr		TYPE:Electricity.SHOCK		WIELD:TwoHanded		QUALITY:Critical|Arc 3d6		QUALITY:Bulk|1		BONUS:VAR|Bulk|1		WT:1		SPROP:Disarm, powered (capacity 20, usage 1)
Polarity gauntlets, storm		KEY:Polarity gauntlets (storm)		PROFICIENCY:WEAPON|Polarity gauntlets (storm)		MODIFY:ItemLevel|SET|15		QUALITY:Level|15		COST:122000		PART:1|MODIFY:Damage|SET|5d6		DAMAGE:5d6		TYPE:RESIZABLE.Weapon.Melee.Advanced Melee.Prof Group Advanced Melee.ToHit_UseStr.Damage_UseStr.Operative		TYPE:Electricity.SHOCK		WIELD:TwoHanded		QUALITY:Critical|-		QUALITY:Bulk|1		BONUS:VAR|Bulk|1		WT:1		SPROP:Operative, polarize 3d6, powered (capacity 80, usage 8)
Storm hammer, antiferromagnetic		KEY:Storm hammer (antiferromagnetic)		PROFICIENCY:WEAPON|Storm hammer (antiferromagnetic)		MODIFY:ItemLevel|SET|16		QUALITY:Level|16		COST:145000		PART:1|MODIFY:Damage|SET|12d6		DAMAGE:12d6		TYPE:RESIZABLE.Weapon.Melee.Advanced Melee.Prof Group Advanced Melee.ToHit_UseStr.Damage_UseStr		TYPE:Bludgeoning.Electricity.SHOCK		WIELD:TwoHanded		QUALITY:Critical|Knockdown		QUALITY:Bulk|1		BONUS:VAR|Bulk|1		WT:1		SPROP:Powered (capacity 20, usage 2)
Stun staff, tempest		KEY:Stun staff (tempest)		PROFICIENCY:WEAPON|Stun staff (tempest)		MODIFY:ItemLevel|SET|17		QUALITY:Level|17		COST:244000		PART:1|MODIFY:Damage|SET|6d10		DAMAGE:6d10		TYPE:RESIZABLE.Weapon.Melee.Advanced Melee.Prof Group Advanced Melee.ToHit_UseStr.Damage_UseStr		TYPE:Electricity.SHOCK		WIELD:TwoHanded		QUALITY:Critical|Staggered		QUALITY:Bulk|1		BONUS:VAR|Bulk|1		WT:1		SPROP:Block, powered (capacity 20, usage 1), stun
Electroflail, paragon		KEY:Electroflail (paragon)		PROFICIENCY:WEAPON|Electroflail (paragon)		MODIFY:ItemLevel|SET|18		QUALITY:Level|18		COST:360000		PART:1|MODIFY:Damage|SET|11d6		DAMAGE:11d6		TYPE:RESIZABLE.Weapon.Melee.Advanced Melee.Prof Group Advanced Melee.ToHit_UseStr.Damage_UseStr		TYPE:Electricity.SHOCK		WIELD:TwoHanded		QUALITY:Critical|Arc 4d6		QUALITY:Bulk|1		BONUS:VAR|Bulk|1		WT:1		SPROP:Disarm, powered (capacity 20, usage 1)
Polarity gauntlets, tempest		KEY:Polarity gauntlets (tempest)		PROFICIENCY:WEAPON|Polarity gauntlets (tempest)		MODIFY:ItemLevel|SET|19		QUALITY:Level|19		COST:615000		PART:1|MODIFY:Damage|SET|9d6		DAMAGE:9d6		TYPE:RESIZABLE.Weapon.Melee.Advanced Melee.Prof Group Advanced Melee.ToHit_UseStr.Damage_UseStr.Operative		TYPE:Electricity.SHOCK		WIELD:TwoHanded		QUALITY:Critical|-		QUALITY:Bulk|1		BONUS:VAR|Bulk|1		WT:1		SPROP:Operative, polarize 4d6, powered (capacity 100, usage 10)
Storm hammer, metamagnetic		KEY:Storm hammer (metamagnetic)		PROFICIENCY:WEAPON|Storm hammer (metamagnetic)		MODIFY:ItemLevel|SET|20		QUALITY:Level|20		COST:728000		PART:1|MODIFY:Damage|SET|20d6		DAMAGE:20d6		TYPE:RESIZABLE.Weapon.Melee.Advanced Melee.Prof Group Advanced Melee.ToHit_UseStr.Damage_UseStr		TYPE:Bludgeoning.Electricity.SHOCK		WIELD:TwoHanded		QUALITY:Critical|Knockdown		QUALITY:Bulk|1		BONUS:VAR|Bulk|1		WT:1		SPROP:Powered (capacity 20, usage 2)
#  Sonic
Seismic pick, light		KEY:Seismic pick (light)		PROFICIENCY:WEAPON|Seismic pick (light)		MODIFY:ItemLevel|SET|1		QUALITY:Level|1		COST:180		PART:1|MODIFY:Damage|SET|1d4		DAMAGE:1d4		TYPE:RESIZABLE.Weapon.Melee.Advanced Melee.Prof Group Advanced Melee.ToHit_UseStr.Damage_UseStr		TYPE:Sonic.SONIC		WIELD:TwoHanded		QUALITY:Critical|Deafen		QUALITY:Bulk|1		BONUS:VAR|Bulk|1		WT:1		SPROP:Penetrating, powered (capacity 20, usage 1), professional (miner)
Vibrogarrote, basic		KEY:Vibrogarrote (basic)		PROFICIENCY:WEAPON|Vibrogarrote (basic)		MODIFY:ItemLevel|SET|2		QUALITY:Level|2		COST:410		PART:1|MODIFY:Damage|SET|1d3		DAMAGE:1d3		TYPE:RESIZABLE.Weapon.Melee.Advanced Melee.Prof Group Advanced Melee.ToHit_UseStr.Damage_UseStr.Operative		TYPE:Sonic.SONIC		WIELD:TwoHanded		QUALITY:Critical|Deafen		QUALITY:Bulk|L		BONUS:VAR|BulkLight|1		WT:0.1		SPROP:Conceal, grapple, operative, powered (capacity 20, usage 1), throttle
Resonant staff, sonorous		KEY:Resonant staff (sonorous)		PROFICIENCY:WEAPON|Resonant staff (sonorous)		MODIFY:ItemLevel|SET|3		QUALITY:Level|3		COST:1380		PART:1|MODIFY:Damage|SET|1d4		DAMAGE:1d4		TYPE:RESIZABLE.Weapon.Melee.Advanced Melee.Prof Group Advanced Melee.ToHit_UseStr.Damage_UseStr		TYPE:Sonic.SONIC		WIELD:TwoHanded		QUALITY:Critical|Knockdown		QUALITY:Bulk|1		BONUS:VAR|Bulk|1		WT:1		SPROP:Block, boost 1d4, powered (capacity 20, usage 1)
Singing spear, sopranino		KEY:Singing spear (sopranino)		PROFICIENCY:WEAPON|Singing spear (sopranino)		MODIFY:ItemLevel|SET|4		QUALITY:Level|4		COST:2200		PART:1|MODIFY:Damage|SET|1d8		DAMAGE:1d8		TYPE:RESIZABLE.Weapon.Melee.Advanced Melee.Prof Group Advanced Melee.ToHit_UseStr.Damage_UseStr		TYPE:Piercing.Sonic.SONIC		WIELD:TwoHanded		QUALITY:Critical|Confuse		QUALITY:Bulk|1		BONUS:VAR|Bulk|1		WT:1		SPROP:Analog, thrown (20 ft.)
Seismic pick, heavy		KEY:Seismic pick (heavy)		PROFICIENCY:WEAPON|Seismic pick (heavy)		MODIFY:ItemLevel|SET|5		QUALITY:Level|5		COST:2790		PART:1|MODIFY:Damage|SET|1d8		DAMAGE:1d8		TYPE:RESIZABLE.Weapon.Melee.Advanced Melee.Prof Group Advanced Melee.ToHit_UseStr.Damage_UseStr		TYPE:Sonic.SONIC		WIELD:TwoHanded		QUALITY:Critical|Deafen		QUALITY:Bulk|1		BONUS:VAR|Bulk|1		WT:1		SPROP:Penetrating, powered (capacity 20, usage 1), professional (miner)
Interference blade, monophonic		KEY:Interference blade (monophonic)		PROFICIENCY:WEAPON|Interference blade (monophonic)		MODIFY:ItemLevel|SET|6		QUALITY:Level|6		COST:4420		PART:1|MODIFY:Damage|SET|1d10		DAMAGE:1d10		TYPE:RESIZABLE.Weapon.Melee.Advanced Melee.Prof Group Advanced Melee.ToHit_UseStr.Damage_UseStr		TYPE:Sonic.SONIC		WIELD:TwoHanded		QUALITY:Critical|Wound		QUALITY:Bulk|1		BONUS:VAR|Bulk|1		WT:1		SPROP:Powered (capacity 40, usage 4)
Vibrogarrote, harmonic		KEY:Vibrogarrote (harmonic)		PROFICIENCY:WEAPON|Vibrogarrote (harmonic)		MODIFY:ItemLevel|SET|7		QUALITY:Level|7		COST:7200		PART:1|MODIFY:Damage|SET|2d4		DAMAGE:2d4		TYPE:RESIZABLE.Weapon.Melee.Advanced Melee.Prof Group Advanced Melee.ToHit_UseStr.Damage_UseStr.Operative		TYPE:Sonic.SONIC		WIELD:TwoHanded		QUALITY:Critical|Deafen		QUALITY:Bulk|L		BONUS:VAR|BulkLight|1		WT:0.1		SPROP:Conceal, grapple, operative, powered (capacity 20, usage 1), throttle
Singing spear, soprano		KEY:Singing spear (soprano)		PROFICIENCY:WEAPON|Singing spear (soprano)		MODIFY:ItemLevel|SET|8		QUALITY:Level|8		COST:9500		PART:1|MODIFY:Damage|SET|2d8		DAMAGE:2d8		TYPE:RESIZABLE.Weapon.Melee.Advanced Melee.Prof Group Advanced Melee.ToHit_UseStr.Damage_UseStr		TYPE:Piercing.Sonic.SONIC		WIELD:TwoHanded		QUALITY:Critical|Confuse		QUALITY:Bulk|1		BONUS:VAR|Bulk|1		WT:1		SPROP:Analog, thrown (20 ft.)
Seismic pick, driver		KEY:Seismic pick (driver)		PROFICIENCY:WEAPON|Seismic pick (driver)		MODIFY:ItemLevel|SET|9		QUALITY:Level|9		COST:12600		PART:1|MODIFY:Damage|SET|4d6		DAMAGE:4d6		TYPE:RESIZABLE.Weapon.Melee.Advanced Melee.Prof Group Advanced Melee.ToHit_UseStr.Damage_UseStr		TYPE:Sonic.SONIC		WIELD:TwoHanded		QUALITY:Critical|Deafen		QUALITY:Bulk|1		BONUS:VAR|Bulk|1		WT:1		SPROP:Penetrating, powered (capacity 20, usage 1), professional (miner)
Interference blade, harmonic		KEY:Interference blade (harmonic)		PROFICIENCY:WEAPON|Interference blade (harmonic)		MODIFY:ItemLevel|SET|10		QUALITY:Level|10		COST:18700		PART:1|MODIFY:Damage|SET|3d10		DAMAGE:3d10		TYPE:RESIZABLE.Weapon.Melee.Advanced Melee.Prof Group Advanced Melee.ToHit_UseStr.Damage_UseStr		TYPE:Sonic.SONIC		WIELD:TwoHanded		QUALITY:Critical|Wound		QUALITY:Bulk|1		BONUS:VAR|Bulk|1		WT:1		SPROP:Powered (capacity 40, usage 8)
Vibrogarrote, interference		KEY:Vibrogarrote (interference)		PROFICIENCY:WEAPON|Vibrogarrote (interference)		MODIFY:ItemLevel|SET|11		QUALITY:Level|11		COST:27100		PART:1|MODIFY:Damage|SET|3d6		DAMAGE:3d6		TYPE:RESIZABLE.Weapon.Melee.Advanced Melee.Prof Group Advanced Melee.ToHit_UseStr.Damage_UseStr.Operative		TYPE:Sonic.SONIC		WIELD:TwoHanded		QUALITY:Critical|Deafen		QUALITY:Bulk|L		BONUS:VAR|BulkLight|1		WT:0.1		SPROP:Conceal, grapple, operative, powered (capacity 20, usage 1), throttle
Singing spear, alto		KEY:Singing spear (alto)		PROFICIENCY:WEAPON|Singing spear (alto)		MODIFY:ItemLevel|SET|12		QUALITY:Level|12		COST:35200		PART:1|MODIFY:Damage|SET|4d8		DAMAGE:4d8		TYPE:RESIZABLE.Weapon.Melee.Advanced Melee.Prof Group Advanced Melee.ToHit_UseStr.Damage_UseStr		TYPE:Piercing.Sonic.SONIC		WIELD:TwoHanded		QUALITY:Critical|Confuse		QUALITY:Bulk|1		BONUS:VAR|Bulk|1		WT:1		SPROP:Analog, thrown (20 ft.)
Resonant staff, reverberant		KEY:Resonant staff (reverberant)		PROFICIENCY:WEAPON|Resonant staff (reverberant)		MODIFY:ItemLevel|SET|13		QUALITY:Level|13		COST:49900		PART:1|MODIFY:Damage|SET|5d6		DAMAGE:5d6		TYPE:RESIZABLE.Weapon.Melee.Advanced Melee.Prof Group Advanced Melee.ToHit_UseStr.Damage_UseStr		TYPE:Sonic.SONIC		WIELD:TwoHanded		QUALITY:Critical|Knockdown		QUALITY:Bulk|1		BONUS:VAR|Bulk|1		WT:1		SPROP:Block, boost 2d6, powered (capacity 20, usage 1)
Interference blade, polyphonic		KEY:Interference blade (polyphonic)		PROFICIENCY:WEAPON|Interference blade (polyphonic)		MODIFY:ItemLevel|SET|14		QUALITY:Level|14		COST:76700		PART:1|MODIFY:Damage|SET|4d10		DAMAGE:4d10		TYPE:RESIZABLE.Weapon.Melee.Advanced Melee.Prof Group Advanced Melee.ToHit_UseStr.Damage_UseStr		TYPE:Sonic.SONIC		WIELD:TwoHanded		QUALITY:Critical|Wound		QUALITY:Bulk|1		BONUS:VAR|Bulk|1		WT:1		SPROP:Powered (capacity 100, usage 10)
