# CVS $Revision: $ $Author: $ -- Tue Dec 15 01:48:08 2015 -- reformated by PCGen PrettyLST v6.06.00
SOURCELONG:Remarkable Races: Compendium of Unusual PC Races, Pathway to Adventure Edition	SOURCESHORT:RR	SOURCEWEB:http://www.alluriapublishing.net/compendium-p.htm	SOURCEDATE:2009-01
# Original Entry by Andrew Maitland

# Abolisher
# Ability Name			Unique Key							Category of Ability		Type													Description																																																																																																																																																																																			Source Page
Divine Presence			KEY:Golden Muse ~ Divine Presence			CATEGORY:Special Ability	TYPE:Golden Muse Class Feature.SpecialQuality.Supernatural				DESC:At 5th level, the golden muse's unearthly presence racial trait adds an additional +1 sacred bonus to armor class and all saving throws against attacks made by creatures within 10 feet of the golden muse. This bonus applies whenever the bonuses from the unearthly presence racial trait normally apply.																																																																																																																																	SOURCEPAGE:p.87
Let It Shine			KEY:Golden Muse ~ Let It Shine			CATEGORY:Special Ability	TYPE:Golden Muse Class Feature.SpecialQuality.Supernatural				DESC:At 8th level, once per day, the golden muse's body can shed light as a daylight spell for a number of round equal to her golden muse level. While under this effect, the golden muse and all allies within 50 feet of the golden muse gain a +4 sacred bonus to saving throws versus death or necromancy magic. If the effect is classified as both necromancy and death magic, the sacred bonus increases to +8.																																																																																																																	SOURCEPAGE:p.87

#CLASS:Grim Repear			SOURCEPAGE:p.88
Weapon and Armor Proficiency	KEY:Grim Repear ~ Weapon and Armor Proficiency	CATEGORY:Special Ability	TYPE:Grim Repear Class Feature.SpecialQuality						DESC:Grim reapers are proficient with all simple and martial weapons. They are proficient with light armor.																																																																																																																																																																			SOURCEPAGE:p.88
Spells per Day			KEY:Grim Repear ~ Spells per Day			CATEGORY:Special Ability	TYPE:Grim Repear Class Feature.SpecialQuality						DESC:When a new grim reaper level is obtained beyond 1st level, a grim reaper gains new spells per day as if he had also gained a level in a divine spellcasting class he belonged to before adding the prestige class. He does not, however, gain any other benefit a character of that class would have gained. If a character had more than one divine spellcasting class before becoming a grim reaper, he must decide to which class he adds the new level for purposes of determining spells per day.																																																																																																			SOURCEPAGE:p.88
Bonus Feat				KEY:Grim Repear ~ Bonus Feat				CATEGORY:Special Ability	TYPE:Grim Repear Class Feature.SpecialQuality						DESC:Starting at 1st level, and every 4 levels thereafter (5th and 9th level) a grim reaper gains a bonus feat that must be chosen from the following list: Blindfight, Boon of Bones, Death Spawn, Iron Will, Great Fortitude, Plague Born, or Turn Undead.																																																																																																																																										SOURCEPAGE:p.88
Expanded Spell List		KEY:Grim Repear ~ Expanded Spell List		CATEGORY:Special Ability	TYPE:Grim Repear Class Feature.SpecialQuality						DESC:A grim reaper can add the following spells to any of his divine spell lists if he does not already have them: 0-disrupt undead (if you do not have 0 level spells available to your divine class, use this as 1st level instead) 1st- detect undead, hide from undead 2nd-command undead 3rd-halt undead																																																																																																																																		SOURCEPAGE:p.88
Superior Turning			KEY:Grim Repear ~ Superior Turning			CATEGORY:Special Ability	TYPE:Grim Repear Class Feature.SpecialQuality.Extraordinary				DESC:A grim reaper may add his grim reaper level to the DC of his attempts to turn undead (if he has this ability).																																																																																																																																																																	SOURCEPAGE:p.89
Favored Enemy			KEY:Grim Repear ~ Favored Enemy			CATEGORY:Special Ability	TYPE:Grim Repear Class Feature.SpecialQuality.Extraordinary				DESC:At 2nd level, the grim reaper gains undead as a favored enemy, much like the ranger class feature of the same name. These bonuses stack with other classes that have a favored enemy class feature. At 6th level, this bonus increases to +4.																																																																																																																																												SOURCEPAGE:p.89
Potent Carrier			KEY:Grim Repear ~ Potent Carrier			CATEGORY:Special Ability	TYPE:Grim Repear Class Feature.SpecialQuality.Extraordinary				DESC:At 3rd level, every melee attack that the grim reaper makes and successfully deals damage with can also inflict the vivification virus on a corporeal undead creature. The DC to avoid this disease becomes 12 + the grim reaper level.																																																																																																																																													SOURCEPAGE:p.89
Legendary Hunter			KEY:Grim Repear ~ Legendary Hunter			CATEGORY:Special Ability	TYPE:Grim Repear Class Feature.SpecialQuality.Extraordinary				DESC:At 4th level, the grim reaper may add a competence bonus equal to his prestige class level on Intimidate and Sense Motive checks versus undead.																																																																																																																																																												SOURCEPAGE:p.89
Life Over Death			KEY:Grim Repear ~ Life Over Death			CATEGORY:Special Ability	TYPE:Grim Repear Class Feature.SpecialQuality.Extraordinary				DESC:At 7th level, the grim reaper becomes immune to energy drain and any negative energy effects, including channeled negative energy.																																																																																																																																																														SOURCEPAGE:p.89
Life From Death			KEY:Grim Repear ~ Life From Death			CATEGORY:Special Ability	TYPE:Grim Repear Class Feature.SpecialQuality.Supernatural				DESC:At 8th level, once per day, upon completing a successful melee attack that deals damage to an undead opponent, the grim reaper, or an ally in a square adjacent to the grim reaper, heals an amount of damage equal to the same amount of damage that was just dealt. The grim reaper initiates this ability as a swift action after damage is dealt from the attack.																																																																																																																								SOURCEPAGE:p.89
Life Strike				KEY:Grim Repear ~ Life Strike				CATEGORY:Special Ability	TYPE:Grim Repear Class Feature.SpecialQuality.Supernatural				DESC:At 10th level, once per day, upon completing a successful melee attack against an undead opponent, the opponent immediately loses all undead trait immunities until the end of the grim reaper's next turn. The grim reaper initiates this ability as a swift action after confirming a successful hit against the target.																																																																																																																															SOURCEPAGE:p.89

#CLASS:Lightseeker			SOURCEPAGE:p.90
Weapon and Armor Proficiency	KEY:Lightseeker ~ Weapon and Armor Proficiency	CATEGORY:Special Ability	TYPE:Lightseeker Class Feature.SpecialQuality						DESC:Lightseekers are proficient with all simple and martial weapons. Lightseekers are proficient with light and medium armor.																																																																																																																																																															SOURCEPAGE:p.90
Darksense				KEY:Lightseeker ~ Darksense				CATEGORY:Special Ability	TYPE:Lightseeker Class Feature.SpecialQuality						DESC:At first level, when in darkness or low light, the lightseeker gains a +2 bonus to initiative checks and to Perception skill checks. At 7th level, these bonuses increase to +4 on each. This bonus stacks with the Improved Initiative feat.																																																																																																																																												SOURCEPAGE:p.90
Enlighten				KEY:Lightseeker ~ Enlighten				CATEGORY:Special Ability	TYPE:Lightseeker Class Feature.SpecialQuality.Supernatural				DESC:At second level, once per day, the lightseeker can imbue one melee weapon with the enlighten power as a swift action by touch. This power grants the weapon a +2 enhancement bonus to hit and damage and causes the weapon to shed light like a torch. The effect lasts up to one round per class level or until the weapon successful strikes a foe, whichever comes first. Upon successful hit, the target takes damage normally and is affected as if he was within the area of effect of a glitterdust spell (The DC for this effect is equal to 11 + the lightseeker class level, and the caster level is equal to the lightseeker's character level). At 5th level, a lightseeker can do this three times per day, and at 8th level, he can use enlighten five times per day.																																																						SOURCEPAGE:p.90
See the Unseen			KEY:Lightseeker ~ See the Unseen			CATEGORY:Special Ability	TYPE:Lightseeker Class Feature.SpecialQuality.Extraordinary				DESC:At 2nd level, lightseekers receive a +2 bonus on Perception checks to potentially notice hidden structural features, such as traps and hidden doors. A lightseeker receives a check to notice such features whenever he passes within 10 feet of them, whether or not he is actively looking.																																																																																																																																				SOURCEPAGE:p.90
Uncanny Dodge			KEY:Lightseeker ~ Uncanny Dodge			CATEGORY:Special Ability	TYPE:Lightseeker Class Feature.SpecialQuality.Extraordinary				DESC:At 3rd level, a lightseeker cannot be caught flat-footed, even if the attacker is invisible. He still loses his Dexterity bonus to AC if immobilized. A lightseeker with this ability can still lose his Dexterity bonus to AC if an opponent successfully uses the feint action against him. If a lightseeker already has uncanny dodge from a different class, he automatically gains improved uncanny dodge instead.																																																																																																																SOURCEPAGE:p.90
Precocious Speed			KEY:Lightseeker ~ Precocious Speed			CATEGORY:Special Ability	TYPE:Lightseeker Class Feature.SpecialQuality.Extraordinary				DESC:At 3rd level, the lightseeker's base land speed increases 5 feet. At 6th and 9th level, the speed increases another 5 feet each time. This adjustment is treated as an enhancement bonus. There is no effect on other modes of movement, such as burrow, climb, fly, or swim. As with any effect that increases speed, this ability does affect jumping distance.																																																																																																																									SOURCEPAGE:p.90
Bonus Mobility			KEY:Lightseeker ~ Bonus Mobility			CATEGORY:Special Ability	TYPE:Lightseeker Class Feature.SpecialQuality.Extraordinary				DESC:At 4th level, when not encumbered or wearing heavy armor, a lightseeker gains a +2 dodge bonus to AC against attacks of opportunity caused when he moves out of a threatened square. A condition that makes one lose his Dexterity bonus to Armor Class (if any) also makes one lose dodge bonuses. Dodge bonuses stack with each other, unlike most types of bonuses.																																																																																																																								SOURCEPAGE:p.91
Blindsense				KEY:Lightseeker ~ Blindsense				CATEGORY:Special Ability	TYPE:Lightseeker Class Feature.SpecialQuality.Extraordinary				DESC:At 5th level, the lightseeker gains blindsense with a range of 20 feet. Using non-visual senses the lightseeker notices things he cannot see. He usually does not need to make Perception checks to notice and pinpoint the location of creatures within range of his blindsense ability, provided that he has line of effect to that creature. See Appendix 1 of the Pathfinder Roleplaying Game for more information on the blindsense special ability.																																																																																																										SOURCEPAGE:p.91
Ruins Walker			KEY:Lightseeker ~ Ruins Walker			CATEGORY:Special Ability	TYPE:Lightseeker Class Feature.SpecialQuality.Extraordinary				DESC:At 6th level, the lightseeker may ignore difficult terrain penalties if that terrain is due to ruins, rubble, or other artificial debris. In addition, a lightseeker gains a +5 bonus to his Survival checks to avoid getting lost in ruins or dungeons.																																																																																																																																										SOURCEPAGE:p.91
Radiant Critical			KEY:Lightseeker ~ Radiant Critical			CATEGORY:Special Ability	TYPE:Lightseeker Class Feature.SpecialQuality.Supernatural				DESC:At 10th level, when a lightseeker confirms a critical hit, after dealing damage, the target is also blinded. In addition, the target glows as if he was an object affected by the daylight spell. Both the blindness and the daylight effect last 10 rounds and then dissipate. They can also be dispelled before the end of the duration through magical means, such as remove blindness or deeper darkness. If either effect is removed, both are removed.																																																																																																										SOURCEPAGE:p.91

#CLASS:Pharaoh			SOURCEPAGE:p.92
Weapon and Armor Proficiency	KEY:Pharaoh ~ Weapon and Armor Proficiency	CATEGORY:Special Ability	TYPE:Pharaoh Class Feature.SpecialQuality							DESC:Pharaohs gain no proficiency with any weapon or armor.																																																																																																																																																																											SOURCEPAGE:p.92
Spells per Day			KEY:Pharaoh ~ Spells per Day				CATEGORY:Special Ability	TYPE:Pharaoh Class Feature.SpecialQuality							DESC:When a new pharaoh level is obtained, a pharaoh gains new spells per day as if she had also gained a level in a divine spellcasting class she belonged to before adding the prestige class. She does not, however, gain any other benefit a character of that class would have gained. This means that she adds the level of pharaoh to the level of whatever other divine spellcasting class the character has, then determines spells per day, spells known, and caster level accordingly. If a character had more than one divine spellcasting class before becoming a pharaoh, she must decide to which class she adds the new level for purposes of determining spells per day.																																																																						SOURCEPAGE:p.92
Ancient Secret			KEY:Pharaoh ~ Ancient Secret				CATEGORY:Special Ability	TYPE:Pharaoh Class Feature.SpecialQuality							DESC:At 1st level and every three levels thereafter (4th, 7th, and 10th), the pharaoh chooses one ancient secret from the table below. She can't choose the same ancient secret twice.																																																																																																																																																						SOURCEPAGE:p.93
Light of the Gods			KEY:Pharaoh ~ Light of the Gods			CATEGORY:Special Ability	TYPE:Pharaoh Class Feature.SpecialQuality.Supernatural				DESC:At 2nd level, once per day, a pharaoh can emit a powerful ray of light from her hands. As a swift action, the pharaoh chooses one target within sight to shine the light upon. If this target is an ally, the target may add the pharaoh's Wisdom bonus (if any) to her attack rolls and adds the level of the pharaoh to all damage rolls made by the target until the end of the target's next turn. If the target of Light of the Gods is an enemy, all attacks made against the target gain a bonus equal to the pharaoh's Wisdom bonus until the end of the pharaoh's next turn.																																																																																					SOURCEPAGE:p.93
Divine Form				KEY:Pharaoh ~ Divine Form				CATEGORY:Special Ability	TYPE:Pharaoh Class Feature.SpecialQuality.Supernatural				DESC:At 3rd level, the pharaoh gains the Manifest Form feat, even if he does not meet the prerequisites. When a pharaoh is in animal form by using this feat, she may reroll a failed saving throw. This power is used as an immediate action after the first save is attempted, but before the results are revealed by the GM. The anumus must take the second result, even if it is worse. This effect ends immediately upon leaving the form of an animal, and does not stack with other abilities that allow a reroll of saves.																																																																																															SOURCEPAGE:p.93
Crook and Flail			KEY:Pharaoh ~ Crook and Flail				CATEGORY:Special Ability	TYPE:Pharaoh Class Feature.SpecialQuality.Supernatural				DESC:At 5th level, once per day, the pharaoh may choose two target creatures within 50 feet of herself as a standard action. Each target must make a Fortitude save with a DC equal to 10 + the pharaoh's Wisdom Modifier + the level of the pharaoh. An ally may choose to fail the save if desired. If both targets fail their save, they are instantly teleported into each other's place, effectively switching spots in combat.																																																																																																														SOURCEPAGE:p.93
Flames of Judgment		KEY:Pharaoh ~ Flames of Judgment			CATEGORY:Special Ability	TYPE:Pharaoh Class Feature.SpecialQuality.Supernatural				DESC:At 6th level, once per day, the pharaoh can use a touch attack to light a target aflame with an ephemeral violet fire, which itself does not give off heat. If the target is an ally of the pharaoh, his successful melee attacks deal an additional amount of fire damage equal to the pharaoh's Wisdom modifier. If the target is an enemy, he takes fire damage equal to the pharaoh's Wisdom modifier every time he succeeds at a melee attack. This effect lasts one round per class level of the pharaoh.																																																																																																	SOURCEPAGE:p.93
Resplendent Range			KEY:Pharaoh ~ Resplendent Range			CATEGORY:Special Ability	TYPE:Pharaoh Class Feature.SpecialQuality.Supernatural				DESC:At 8th level, whenever you use a ranged attack and score a critical hit against a target with that attack, you deal an additional 2d10 points of electricity damage to that target.																																																																																																																																																						SOURCEPAGE:p.93
Divine Decree			KEY:Pharaoh ~ Divine Decree				CATEGORY:Special Ability	TYPE:Pharaoh Class Feature.SpecialQuality.Supernatural				DESC:At 9th level, the pharaoh can use mass suggestion once per day as a spell-like ability. The caster level for this ability equals the pharaoh's class level.																																																																																																																																																										SOURCEPAGE:p.93
###Block: Ancient Secret
# Ability Name				Unique Key									Category of Ability		Type												Description																																																																																																																																																																																																									Source Page
Book of the Dead				KEY:Ancient Secret ~ Book of the Dead				CATEGORY:Special Ability	TYPE:Ancient Secret									DESC:+4 knowledge bonus on saves against all death spells and magical death effects
Immortal Rites				KEY:Ancient Secret ~ Immortal Rites					CATEGORY:Special Ability	TYPE:Ancient Secret									DESC:Add the character's Wisdom bonus to his Constitution score to determine the negative hit point total to which she can survive
Lost Art					KEY:Ancient Secret ~ Lost Art						CATEGORY:Special Ability	TYPE:Ancient Secret									DESC:4 ranks in a Craft skill in which the character has no ranks
Lost Knowledge				KEY:Ancient Secret ~ Lost Knowledge					CATEGORY:Special Ability	TYPE:Ancient Secret									DESC:4 ranks in a Knowledge skill in which the character has no ranks
True Name					KEY:Ancient Secret ~ True Name					CATEGORY:Special Ability	TYPE:Ancient Secret									DESC:Any one feat that has at least one minimum ability score prerequisite



#CLASS:Reverent of Spring	SOURCEPAGE:p.95
Weapon and Armor Proficiency		KEY:Reverent of Spring ~ Weapon and Armor Proficiency		CATEGORY:Special Ability	TYPE:Reverent of Spring Class Feature.SpecialQuality				DESC:Reverents of spring are proficient with all simple weapons and light armor.																																																																																																																																																																																													SOURCEPAGE:p.95
Wild Root					KEY:Reverent of Spring ~ Wild Root					CATEGORY:Special Ability	TYPE:Reverent of Spring Class Feature.SpecialQuality.Extraordinary	DESC:Your roots and branches are so wild that enemies have a hard time moving through your area. Enemies treat each square adjacent to you as difficult terrain.																																																																																																																																																																																SOURCEPAGE:p.95
Nature's Resistance			KEY:Reverent of Spring ~ Nature's Resistance			CATEGORY:Special Ability	TYPE:Reverent of Spring Class Feature.SpecialQuality.Extraordinary	DESC:At 1st level, gain energy resistance 5 to one of the following energy types: fire, cold, electricity, acid, or sonic. Every other level thereafter (3rd, 5th, 7th, &amp; 9th), the reverent may choose an additional energy type to apply the resistance to.																																																																																																																																																																SOURCEPAGE:p.95
Hunter's Insight				KEY:Reverent of Spring ~ Hunter's Insight				CATEGORY:Special Ability	TYPE:Reverent of Spring Class Feature.SpecialQuality.Extraordinary	DESC:At 2nd level, the reverent of spring gains a +1 competence bonus to hit creatures of the animal, vermin, and plant creature types. This bonus increases by +1 every other level thereafter (4th, 6th, 8th, and 10th level). At level 8 this bonus can be applied to dragons and magical beasts as well.																																																																																																																																																								SOURCEPAGE:p.95
Tame the Mind				KEY:Reverent of Spring ~ Tame the Mind				CATEGORY:Special Ability	TYPE:Reverent of Spring Class Feature.SpecialQuality.Extraordinary	DESC:At 4th level, if the reverent of spring fails a savings throw versus a mind-affecting effect, he may immediately make a second save and take the second result. This effect is used as an immediate action after the first save is attempted, but before the results are revealed by the GM. The reverent may take either result, whichever is better. This does not stack with other abilities that let you reroll saving throws.																																																																																																																																				SOURCEPAGE:p.95
Blood Heal					KEY:Reverent of Spring ~ Blood Heal					CATEGORY:Special Ability	TYPE:Reverent of Spring Class Feature.SpecialQuality.Extraordinary	DESC:At 7th level, each time the reverent of spring successfully deals damage with a melee attack against a living opponent, he may cure 1d3 hit points. In order to gain this ability, the enemy that is damage must have a discernable biology and liquid blood.																																																																																																																																																															SOURCEPAGE:p.95
Strangle Root				KEY:Reverent of Spring ~ Strangle Root				CATEGORY:Special Ability	TYPE:Reverent of Spring Class Feature.SpecialQuality.Extraordinary	DESC:At 10th level, once per round, the reverent of spring may make or maintain a grapple maneuver against a single opponent within 5 feet as a swift action without provoking an attack of opportunity, even if both his hands are occupied (he is using his roots). He can only grapple with one opponent at a time in this manner.																																																																																																																																																				SOURCEPAGE:p.95

#CLASS:Savage			SOURCEPAGE:p.96
Weapon and Armor Proficiency		KEY:Savage ~ Weapon and Armor Proficiency				CATEGORY:Special Ability	TYPE:Savage Class Feature.SpecialQuality						DESC:Savages are proficient with all simple weapons, improvised weapons, and great clubs. They are proficient with leather and hide armor.																																																																																																																																																																																			SOURCEPAGE:p.96
Power Animal				KEY:Savage ~ Power Animal						CATEGORY:Special Ability	TYPE:Savage Class Feature.SpecialQuality.Supernatural				DESC:At 1st level, the savage solidifies his choice of power animal. He may choose from ape, bat, bear, boar, cat, crocodile, dinosaur, dog, eagle, elephant (available only at 8th level, also includes mastodon), frog, herd animal, horse, hyena, lion, lizard, rat, rhinoceros, snake, spider, tiger, wolf, or wolverine. This choice cannot be unmade, though the savage may choose an additional power animal at 4th level and at 8th level. The savage gains a +4 bonus on Handle Animal skill checks when dealing with an animal of the same classification of one of his power animals. The choice of power animal also affects other class features that the savage receives at higher levels.																																																																																									SOURCEPAGE:p.96
Call of the Wild				KEY:Savage ~ Call of the Wild						CATEGORY:Special Ability	TYPE:Savage Class Feature.SpecialQuality.SpellLike				DESC:Also at 1st level, the savage can cast summon nature's ally IV as a spell-like ability. This effect can only be used to summon creatures which contains one of the savage's power animals as part of the name of the creature summoned (for example, if frog is one of the power animals, the effect can summon 1d4+1 poisonous frogs or 1d4+1 giant frogs). The effect is otherwise identical to the spell. At 5th level, summon nature's ally IV is replaced with summon nature's ally VI. At 9th level, summon nature's ally VI is replaced with summon nature's ally VIII. The CL is equal to the savage's character level.																																																																																																				SOURCEPAGE:p.96
Beast Hide					KEY:Savage ~ Beast Hide							CATEGORY:Special Ability	TYPE:Savage Class Feature.SpecialQuality.Extraordinary			DESC:At 2nd level, the savage can use his bare hands and makeshift tools to fashion useable armor from natural objects and materials (rocks, branches, bones, leather, etc.). This armor can emulate any known armor or shield, though the armor is non-metallic, has an additional -2 armor check penalty, and a -1 penalty to the maximum Dexterity bonus. All other features of this armor remain the same; for example, beast hide full plate would still convey a +9 AC bonus, though has a maximum Dexterity bonus of +0 and an armor check penalty of -8. This process takes at least 1 hour per plus of armor bonus, or possibly more if the Gamemaster rules that the conditions or resources are suboptimal. The savage is automatically proficient with this armor. If the armor contains at least three elements of all of his power animals (teeth, bones, feathers, fur, horns, etc), the savage also gains the natural armor benefit of his skin of the beast racial trait (same restrictions apply) while wearing this armor. He does not get this benefit normally unless wearing normal leather or hide armor.																					SOURCEPAGE:p.97
Tools of Nature				KEY:Savage ~ Tools of Nature						CATEGORY:Special Ability	TYPE:Savage Class Feature.SpecialQuality.Extraordinary			DESC:Also at 2nd level, the savage can use improvised tools with no penalty to Craft skill checks.																																																																																																																																																																																										SOURCEPAGE:p.97
Fang Blade					KEY:Savage ~ Fang Blade							CATEGORY:Special Ability	TYPE:Savage Class Feature.SpecialQuality.Supernatural				DESC:At 3rd level, the savage can use his bare hands and makeshift tools to fashion useable weapons from non-metallic natural objects and materials (rocks, branches, bones, leather, etc.). This weapon can emulate any known simple, martial, or exotic weapon, though the weapon is non-metallic and has a -1 penalty to hit and damage rolls. All other features of this weapon remain the same. This process takes at least 1 hour, or possibly more if the Gamemaster rules that the conditions or resources are suboptimal. The savage is automatically proficient with this weapon. If the weapon contains at least one element of all of his power animals (teeth, bones, feathers, fur, horns, etc), the savage may consider a fang blade weapon to be an improvised weapon (increase the amount of damage by one step, and the critical range becomes 19-20, x2). These weapons are not considered improvised weapons otherwise. The Club and Spear feat can be used in conjunction with this class feature if the weapon being created is a club, greatclub, shortspear, longspear, or spear. This feat also stacks if this weapon is also considered improvised (spears would do 2d6 damage and have a critical threat range of 19-20 x2).	SOURCEPAGE:p.97
Form of Power				KEY:Savage ~ Form of Power						CATEGORY:Special Ability	TYPE:Savage Class Feature.SpecialQuality.SpellLike				DESC:Starting at 4th level, the savage can cast beast shape I as a spell-like ability. Your options for new form include all creatures with a species or classification that can be considered the same species or classification as one of your power animals, and one that you are familiar with. The effect is otherwise identical to the spell. At 7th level, beast shape I is replaced with beast shape II. At 10th level, beast shape II is replaced with beast shape III. The CL is equal to the savage's character level.																																																																																																																					SOURCEPAGE:p.97
Unbalancing Bash				KEY:Savage ~ Unbalancing Bash						CATEGORY:Special Ability	TYPE:Savage Class Feature.SpecialQuality.Supernatural				DESC:Starting at 6th level, if you are using an unarmed attack, a club, or a greatclub your weapons gain the special features of disarm and trip.																																																																																																																																																																																		SOURCEPAGE:p.97

#CLASS:Slime Lord			SOURCEPAGE:p.98
Weapon and Armor Proficiency		KEY:Slime Lord ~ Weapon and Armor Proficiency			CATEGORY:Special Ability	TYPE:Slime Lord Class Feature.SpecialQuality					DESC:Slime lords gain no proficiency with any weapon or armor.																																																																																																																																																																																																SOURCEPAGE:p.98
Spells per Day				KEY:Slime Lord ~ Spells per Day					CATEGORY:Special Ability	TYPE:Slime Lord Class Feature.SpecialQuality					DESC:When a new slime lord level is obtained, a slime lord gains new spells per day as if he had also gained a level in a divine spellcasting class he belonged to before adding the prestige class. He does not, however, gain any other benefit a character of that class would have gained. This means that he adds the level of slime lord to the level of whatever other divine spellcasting class the character has, then determines spells per day, spells known, and caster level accordingly. If a character had more than one divine spellcasting class before becoming a slime lord, he must decide to which class he adds the new level for purposes of determining spells per day.																																																																																											SOURCEPAGE:p.98
Ooze Whisperer				KEY:Slime Lord ~ Ooze Whisperer					CATEGORY:Special Ability	TYPE:Slime Lord Class Feature.SpecialQuality.Extraordinary			DESC:A slime lord gains a +4 competence bonus to all Perception checks or Dungeoneering checks to find or identify any oozes and other amorphous creatures in their line of sight. In addition, they can communicate with oozes, ask them questions, and receive answers back. The average ooze's sense of its surroundings is limited, so it won't be able to give (or recognize) detailed descriptions or answer questions about events outside its immediate vicinity. The ability does not make oozes any more friendly or cooperative than normal.																																																																																																																	SOURCEPAGE:p.99
Summon Ooze					KEY:Slime Lord ~ Summon Ooze						CATEGORY:Special Ability	TYPE:Slime Lord Class Feature.SpecialQuality.Extraordinary			DESC:A slime lord can use Summon Nature's Ally spells to summon powerful oozes. Oozes summoned in this manner always have the maximum number of hit points possible for its hit dice. At 2nd level, the tar jelly is added to the 3rd level list. At 4th level, the emerald ooze is added to the 4th level list. At 6th level, the ochre jelly is added to the 5th level list. At 8th level, the black pudding is added to the 6th level list. The tar jelly and emerald ooze can be found in the Remarkable Races Bestiary section of this document. The ochre jelly and black pudding can be found in the PATHFINDER ROLEPLAYING GAME BESTIARY.																																																																																																		SOURCEPAGE:p.99
Acid Resistance				KEY:Slime Lord ~ Acid Resistance					CATEGORY:Special Ability	TYPE:Slime Lord Class Feature.SpecialQuality.Extraordinary			DESC:At 3rd level, a slime lord's elemental resistance racial trait now grants the same resistance to acid as his other chosen energy type. If acid is the chosen energy type, this resistance increases by 5.																																																																																																																																																																								SOURCEPAGE:p.99
Slime Shot					KEY:Slime Lord ~ Slime Shot						CATEGORY:Special Ability	TYPE:Slime Lord Class Feature.SpecialQuality.Extraordinary			DESC:Also at 3rd level, a slime lord can launch balls of slime at an opponent with a range increment of 15 feet. The damage is equal to 1d6 + the level of slime lord. The type for this damage is the same type as the slime lord's chosen racial elemental resistance at character creation. If an opponent takes damage from this attack, he is also entangled for one round from viscous slime. At 3rd level, a slime lord can use this ability once per day, but gains another use per day every other level thereafter (5th, 7th, and 9th). At 7th level, the range increment increases to 25 feet.																																																																																																									SOURCEPAGE:p.99
Amorphous Body				KEY:Slime Lord ~ Amorphous Body					CATEGORY:Special Ability	TYPE:Slime Lord Class Feature.SpecialQuality.Extraordinary			DESC:At 5th level, a slime lord's body becomes as malleable as other oozes. It is immune to critical hits, and can move through an area as small as one-quarter his space without squeezing or one-eighth its space when squeezing.																																																																																																																																																																					SOURCEPAGE:p.99
Ooze Traits					KEY:Slime Lord ~ Ooze Traits						CATEGORY:Special Ability	TYPE:Slime Lord Class Feature.SpecialQuality.Extraordinary			DESC:At 10th level, a slime lord becomes immune to flanking, paralysis, and polymorph.																																																																																																																																																																																												SOURCEPAGE:p.99

#CLASS:Warrior Philosopher	SOURCEPAGE:p.100
Weapon and Armor Proficiency		KEY:Warrior Philosopher ~ Weapon and Armor Proficiency	CATEGORY:Special Ability	TYPE:Warrior Philosopher Class Feature.SpecialQuality				DESC:Warrior philosophers gain no proficiency with any weapon. He does, however, gain proficiency with all armor and shields.																																																																																																																																																																																						SOURCEPAGE:p.100
Exotic Specialization			KEY:Warrior Philosopher ~ Exotic Specialization			CATEGORY:Special Ability	TYPE:Warrior Philosopher Class Feature.SpecialQuality.Extraordinary	DESC:A warrior philosopher gains the Weapon Specialization feat that applies to his chosen exotic weapon (from his Memory of Conflict racial trait) as a bonus feat, even if he does not qualify for this feat. If he already has Weapon Specialization with this weapon, he gains Greater Weapon Specialization with the same weapon, even if he does not qualify for this feat.																																																																																																																																													SOURCEPAGE:p.100
Combat Precognition			KEY:Warrior Philosopher ~ Combat Precognition			CATEGORY:Special Ability	TYPE:Warrior Philosopher Class Feature.SpecialQuality.Supernatural	DESC:A warrior philosopher senses combat the instant before it happens and therefore cannot be surprised.																																																																																																																																																																																									SOURCEPAGE:p.100
Enduring Body				KEY:Warrior Philosopher ~ Enduring Body				CATEGORY:Special Ability	TYPE:Warrior Philosopher Class Feature.SpecialQuality.Extraordinary	DESC:At 2nd level, the warrior philosopher learns how to tune his intellect into avoiding damage. This grants him damage reduction 1/-. At 6th level, his damage reduction improves to 2/-. At 10th level, his damage reduction improves to 3/-.																																																																																																																																																																		SOURCEPAGE:p.100
Army of One					KEY:Warrior Philosopher ~ Army of One				CATEGORY:Special Ability	TYPE:Warrior Philosopher Class Feature.SpecialQuality.Extraordinary	DESC:At 3rd level, a warrior philosopher may roll twice for his We Are One racial trait, and gain both traits for the day. If he gets the same trait twice, reroll until he has two different traits.																																																																																																																																																																										SOURCEPAGE:p.100
Summon Magic Weapon			KEY:Warrior Philosopher ~ Summon Magic Weapon			CATEGORY:Special Ability	TYPE:Warrior Philosopher Class Feature.SpecialQuality.Supernatural	DESC:At 4th level, the warrior philosopher may use his summon weapon feat to summon a magic weapon instead with a +1 bonus (or its equivalent). At 8th level, increase this bonus to +2. The duration of this ability remains the same.																																																																																																																																																																				SOURCEPAGE:p.100
Greater Probability Manipulation	KEY:Warrior Philosopher ~ Greater Probability Manipulation	CATEGORY:Special Ability	TYPE:Warrior Philosopher Class Feature.SpecialQuality.Supernatural	DESC:At 5th level, once per round, the warrior philosopher may roll 5d4 in the place of a d20 for a skill check, saving throw, or roll to hit.																																																																																																																																																																																			SOURCEPAGE:p.100
