# CVS $Revision$ $Author$ -- Thu Apr  6 15:59:04 2006 -- reformated by prettylst.pl v1.35 (build 561)
SOURCELONG:Fantasy Flight Games - Spells and Spellcraft	SOURCESHORT:Spellcraft	SOURCEWEB:http://www.fantasyflightgames.com/ll.html
#Original entry by: Paul "Yes, that Paul" Grosse

#Potion Name
# Equipment Name					Output Name				Type								Cost		Weight	Source Page
Scroll (Tickle Finger)				OUTPUTNAME:Scroll of [NAME]	TYPE:Magic.Scroll.Consumable.Arcane			COST:25	WT:.01	SOURCEPAGE:p.44
Scroll (Titan's Strength)			OUTPUTNAME:Scroll of [NAME]	TYPE:Magic.Scroll.Consumable.Arcane.Divine	COST:700	WT:.01	SOURCEPAGE:p.44
Scroll (Trigger Trap)				OUTPUTNAME:Scroll of [NAME]	TYPE:Magic.Scroll.Consumable.Arcane			COST:375	WT:.01	SOURCEPAGE:p.44
Scroll (Undead Gate)				OUTPUTNAME:Scroll of [NAME]	TYPE:Magic.Scroll.Consumable.Arcane			COST:3000	WT:.01	SOURCEPAGE:p.45
Scroll (Unravel)					OUTPUTNAME:Scroll of [NAME]	TYPE:Magic.Scroll.Consumable.Arcane			COST:25	WT:.01	SOURCEPAGE:p.46
Scroll (Valus's Mass Missile)			OUTPUTNAME:Scroll of [NAME]	TYPE:Magic.Scroll.Consumable.Arcane			COST:375	WT:.01	SOURCEPAGE:p.46
Scroll (Venomous Spray)				OUTPUTNAME:Scroll of [NAME]	TYPE:Magic.Scroll.Consumable.Divine			COST:700	WT:.01	SOURCEPAGE:p.46-47
Scroll (Vigilant Guardians)			OUTPUTNAME:Scroll of [NAME]	TYPE:Magic.Scroll.Consumable.Arcane			COST:150	WT:.01	SOURCEPAGE:p.47
Scroll (Voice of Authority)			OUTPUTNAME:Scroll of [NAME]	TYPE:Magic.Scroll.Consumable.Arcane			COST:150	WT:.01	SOURCEPAGE:p.47
Scroll (Wall of Earth)				OUTPUTNAME:Scroll of [NAME]	TYPE:Magic.Scroll.Consumable.Divine			COST:700	WT:.01	SOURCEPAGE:p.48
Scroll (Wall of Vermin)				OUTPUTNAME:Scroll of [NAME]	TYPE:Magic.Scroll.Consumable.Arcane.Divine	COST:1125	WT:.01	SOURCEPAGE:p.48
Scroll (Web Walking)				OUTPUTNAME:Scroll of [NAME]	TYPE:Magic.Scroll.Consumable.Arcane.Divine	COST:25	WT:.01	SOURCEPAGE:p.49
Scroll (Weightless Cube)			OUTPUTNAME:Scroll of [NAME]	TYPE:Magic.Scroll.Consumable.Arcane			COST:150	WT:.01	SOURCEPAGE:p.49
Scroll (Whirlwind of Ice)			OUTPUTNAME:Scroll of [NAME]	TYPE:Magic.Scroll.Consumable.Divine			COST:25	WT:.01	SOURCEPAGE:p.49
Scroll (Whispering Branches)			OUTPUTNAME:Scroll of [NAME]	TYPE:Magic.Scroll.Consumable.Divine			COST:25	WT:.01	SOURCEPAGE:p.50
Scroll (Wind Tunnel)				OUTPUTNAME:Scroll of [NAME]	TYPE:Magic.Scroll.Consumable.Arcane.Divine	COST:1125	WT:.01	SOURCEPAGE:p.50
Scroll (Zone of Visibility)			OUTPUTNAME:Scroll of [NAME]	TYPE:Magic.Scroll.Consumable.Arcane			COST:375	WT:.01	SOURCEPAGE:p.50
